jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,admission_taken,dropout
85.06,100.0,67.72,State,65.55,2,Allen,2.8,High,PG,Rural,High,Yes,Yes,0
52.14,62.35,39.41,CBSE,75.82,2,FIITJEE,5.4,High,12th,Rural,Medium,Yes,No,0
47.35,43.49,54.78,CBSE,67.2,1,Allen,2.9,High,Graduate,Urban,High,Yes,No,1
50.64,72.44,60.48,CBSE,85.47,2,Allen,4.8,Low,PG,Urban,High,No,Yes,0
89.68,87.14,82.49,CBSE,76.47,2,FIITJEE,3.7,High,PG,Urban,Medium,No,Yes,0
64.27,67.73,58.23,ICSE,65.65,1,Local,8.0,Low,12th,Semi-Urban,Low,No,Yes,0
100.0,51.49,70.17,ICSE,83.41,2,None,6.4,Mid,PG,Rural,Medium,No,Yes,0
64.1,81.33,70.72,ICSE,76.8,1,Allen,7.2,Low,12th,Rural,Low,No,No,1
74.58,76.62,83.57,CBSE,84.53,1,None,4.5,Low,PG,Urban,High,Yes,Yes,0
93.59,49.58,83.15,CBSE,63.52,2,FIITJEE,6.1,High,Upto 10th,Urban,High,Yes,No,0
100.0,72.1,67.31,CBSE,78.69,1,Allen,4.7,High,Upto 10th,Rural,Low,No,No,0
100.0,81.96,62.29,State,82.73,1,Allen,7.4,High,Upto 10th,Urban,Medium,No,Yes,0
88.92,84.91,60.03,CBSE,70.77,1,FIITJEE,4.4,Mid,PG,Semi-Urban,High,Yes,Yes,0
86.34,64.94,65.11,ICSE,62.41,1,None,1.7,Low,12th,Semi-Urban,Medium,Yes,No,1
80.3,60.27,62.79,ICSE,74.58,2,Local,0.5,Mid,Upto 10th,Semi-Urban,Low,Yes,No,0
82.9,85.64,74.64,ICSE,87.28,2,FIITJEE,7.8,Low,Graduate,Rural,Low,No,No,1
64.28,46.64,73.04,State,86.26,1,FIITJEE,5.5,Low,PG,Urban,Low,Yes,No,1
60.55,73.02,75.1,ICSE,70.72,2,Local,5.6,Mid,12th,Semi-Urban,Medium,No,No,0
71.95,44.08,83.11,State,62.17,1,Local,7.5,Mid,PG,Semi-Urban,Medium,No,Yes,0
69.62,83.05,90.35,State,70.69,2,Local,1.2,Low,12th,Semi-Urban,Low,No,No,1
65.65,61.87,69.5,State,70.32,2,Local,3.8,Mid,12th,Semi-Urban,High,No,No,0
81.75,86.3,81.19,CBSE,79.46,1,FIITJEE,4.0,High,PG,Semi-Urban,Low,No,No,0
85.37,73.86,63.78,CBSE,73.95,1,Local,6.0,Low,Graduate,Urban,High,No,Yes,0
73.24,46.43,82.22,ICSE,67.47,1,None,3.1,High,Graduate,Semi-Urban,High,No,No,0
92.69,88.79,80.74,ICSE,86.04,1,Local,2.1,Mid,PG,Semi-Urban,High,No,Yes,0
56.02,90.82,80.1,State,76.4,2,Allen,2.1,High,Upto 10th,Semi-Urban,Medium,No,No,0
69.29,80.12,69.13,CBSE,79.35,1,Allen,6.8,Mid,Upto 10th,Rural,High,No,Yes,0
61.96,53.81,59.98,ICSE,57.75,2,Local,3.0,High,12th,Urban,High,Yes,Yes,0
45.87,61.1,51.27,ICSE,50.76,2,FIITJEE,3.4,Mid,Upto 10th,Semi-Urban,Low,Yes,Yes,0
70.84,68.33,67.52,CBSE,60.62,1,FIITJEE,5.8,Low,PG,Urban,High,Yes,No,1
70.3,54.74,86.4,State,70.19,2,None,3.1,Low,PG,Semi-Urban,High,Yes,No,1
93.19,93.08,64.28,ICSE,80.76,1,FIITJEE,1.1,Low,Graduate,Rural,Low,Yes,Yes,0
80.83,68.31,77.42,ICSE,51.58,1,None,1.3,Low,Upto 10th,Rural,Medium,Yes,Yes,0
57.66,22.75,78.13,CBSE,90.93,2,None,4.4,Mid,Upto 10th,Rural,High,Yes,No,0
97.96,71.43,64.6,CBSE,76.71,1,None,5.5,High,12th,Rural,Medium,No,Yes,0
89.09,60.43,83.8,State,88.6,1,Local,4.1,Low,PG,Semi-Urban,Low,No,Yes,0
80.15,64.8,33.1,State,66.14,1,FIITJEE,5.4,Mid,PG,Urban,Medium,No,Yes,0
68.83,60.1,53.33,ICSE,80.04,2,Allen,1.3,Mid,PG,Semi-Urban,High,No,Yes,1
58.57,78.91,57.01,State,75.85,2,None,1.4,Low,Graduate,Rural,Medium,No,Yes,0
66.79,83.92,58.16,ICSE,83.18,1,Allen,9.0,Low,Graduate,Rural,Medium,Yes,Yes,0
87.24,70.53,72.04,ICSE,72.66,1,None,7.0,Mid,Graduate,Semi-Urban,Low,Yes,Yes,0
98.38,60.57,71.48,CBSE,79.73,2,FIITJEE,6.0,High,PG,Semi-Urban,Low,Yes,No,0
93.61,65.34,72.73,ICSE,86.02,2,Local,3.2,Mid,PG,Urban,Low,Yes,Yes,0
65.16,66.31,75.15,CBSE,68.49,1,None,4.0,Low,Upto 10th,Urban,Low,Yes,Yes,0
56.33,53.16,56.6,ICSE,77.42,2,None,4.5,Low,PG,Urban,Low,Yes,Yes,0
73.97,75.26,53.38,ICSE,56.12,1,Allen,7.1,Low,PG,Urban,Low,Yes,No,1
47.24,73.36,72.76,ICSE,82.03,1,Local,5.3,High,Graduate,Rural,Low,No,No,0
76.52,90.65,60.44,State,94.55,1,FIITJEE,5.6,High,Upto 10th,Rural,Low,Yes,Yes,0
69.93,86.09,49.15,State,62.56,2,None,4.2,High,PG,Urban,Medium,No,Yes,0
65.48,55.03,79.66,CBSE,74.09,2,FIITJEE,6.1,Mid,12th,Urban,Low,Yes,No,0
49.67,79.12,84.74,ICSE,83.8,2,Local,5.1,Mid,Graduate,Rural,Medium,No,Yes,0
79.19,50.78,86.69,CBSE,75.31,1,Allen,4.6,High,12th,Rural,High,Yes,No,0
64.54,77.13,70.24,CBSE,76.65,2,Local,3.0,High,Upto 10th,Rural,Low,Yes,Yes,0
55.62,57.73,75.51,ICSE,71.09,2,Local,4.3,Low,Graduate,Urban,High,Yes,Yes,0
31.79,49.63,84.44,State,70.72,1,Local,2.3,Low,Upto 10th,Urban,Low,Yes,No,1
71.61,70.48,60.3,State,74.13,2,Local,4.4,Mid,PG,Rural,High,No,No,0
96.81,23.21,81.33,CBSE,75.42,1,FIITJEE,4.7,High,Graduate,Rural,Medium,No,No,0
95.26,37.98,71.3,State,63.19,1,FIITJEE,0.0,High,Upto 10th,Semi-Urban,Low,No,Yes,0
65.6,63.16,78.96,ICSE,74.34,2,Allen,4.0,Mid,Upto 10th,Semi-Urban,Medium,No,Yes,0
63.57,67.32,70.23,ICSE,90.69,2,None,2.1,High,Upto 10th,Rural,High,No,Yes,0
78.56,60.09,83.56,State,70.81,1,None,5.5,Low,12th,Rural,Medium,No,Yes,0
58.02,40.73,70.68,State,62.63,2,Local,5.8,High,Graduate,Semi-Urban,Low,Yes,Yes,0
76.23,52.91,50.19,CBSE,73.49,2,Local,3.6,Mid,Upto 10th,Urban,Medium,Yes,Yes,0
82.73,72.26,85.42,State,67.85,2,FIITJEE,5.6,Mid,Graduate,Rural,Medium,No,Yes,0
89.18,75.31,56.63,CBSE,61.62,1,None,5.7,High,PG,Rural,High,No,No,0
70.6,65.74,83.04,ICSE,76.39,1,Allen,4.0,Mid,PG,Rural,High,No,Yes,0
69.15,84.51,66.92,ICSE,67.9,2,Local,7.6,Low,Upto 10th,Urban,Low,No,No,1
59.71,72.36,82.11,ICSE,68.75,1,FIITJEE,3.0,Low,Graduate,Semi-Urban,High,Yes,Yes,0
60.42,54.04,81.62,State,76.53,2,Local,7.4,Low,Upto 10th,Urban,Medium,No,No,1
68.83,61.51,73.16,State,59.67,2,Local,4.0,High,Upto 10th,Urban,High,Yes,No,0
77.14,43.55,74.1,State,57.58,2,FIITJEE,2.8,Mid,12th,Rural,Low,Yes,Yes,0
84.79,64.27,73.07,CBSE,81.71,2,None,3.8,Low,Graduate,Rural,High,Yes,Yes,0
60.76,83.79,43.83,CBSE,55.69,1,None,2.3,Mid,12th,Semi-Urban,Low,Yes,Yes,0
92.9,76.96,69.42,CBSE,65.23,2,Local,6.1,Mid,Upto 10th,Urban,Low,No,Yes,0
68.2,88.43,54.61,ICSE,57.0,1,None,1.3,Mid,12th,Semi-Urban,Medium,Yes,Yes,0
71.7,61.15,70.05,CBSE,70.14,1,FIITJEE,7.3,Low,12th,Urban,Medium,No,No,1
61.54,87.54,54.28,State,79.28,2,None,2.6,Mid,12th,Rural,Medium,No,Yes,0
38.06,62.91,53.78,State,76.12,2,Local,6.2,Low,PG,Semi-Urban,Low,No,Yes,0
84.38,89.55,87.26,ICSE,98.92,1,Local,4.5,Low,PG,Urban,High,Yes,No,1
82.32,65.65,80.83,State,85.87,2,FIITJEE,5.0,Low,12th,Rural,High,No,Yes,0
68.06,77.32,67.95,State,65.69,2,Local,3.3,High,Graduate,Rural,Low,No,No,0
72.94,89.6,70.22,State,63.03,1,None,5.2,Mid,PG,Urban,Low,No,No,0
79.22,62.91,65.03,CBSE,100.0,1,FIITJEE,4.8,High,12th,Rural,High,Yes,Yes,0
50.12,69.49,74.84,CBSE,85.63,1,Local,1.6,High,Upto 10th,Urban,High,No,No,1
64.59,86.62,59.89,State,80.89,2,FIITJEE,2.6,High,PG,Urban,Low,Yes,Yes,0
83.12,63.87,79.92,State,75.75,2,FIITJEE,3.4,High,Upto 10th,Urban,High,No,No,0
54.44,44.87,64.96,State,77.74,1,None,3.0,Low,12th,Urban,High,Yes,No,1
76.11,100.0,62.96,State,60.18,1,None,7.0,Low,12th,Rural,Low,Yes,No,1
53.01,58.48,68.26,CBSE,76.57,2,Allen,4.5,Mid,12th,Urban,Low,No,Yes,0
78.53,68.54,60.91,ICSE,75.71,1,FIITJEE,2.9,Mid,Upto 10th,Urban,Medium,Yes,Yes,0
71.5,84.5,71.94,State,65.96,1,None,3.5,Low,PG,Urban,Medium,No,Yes,0
49.39,56.26,61.55,CBSE,69.61,2,Local,3.5,Mid,12th,Rural,High,No,No,0
88.31,49.87,73.62,State,90.15,1,Allen,3.9,Mid,Graduate,Semi-Urban,Low,No,No,0
61.72,70.06,82.59,ICSE,73.75,2,Allen,2.3,High,12th,Urban,High,No,No,0
60.66,37.31,59.37,CBSE,95.71,1,Local,2.9,High,PG,Semi-Urban,Low,No,Yes,0
74.81,61.39,66.43,CBSE,57.59,2,None,6.0,High,PG,Semi-Urban,High,No,No,0
88.08,69.92,73.54,ICSE,69.78,2,FIITJEE,4.9,High,Graduate,Urban,High,No,Yes,0
57.78,61.68,62.77,ICSE,59.53,1,Allen,4.2,High,12th,Semi-Urban,Low,Yes,No,0
72.86,41.3,73.57,CBSE,62.91,1,Local,4.5,Low,PG,Semi-Urban,Medium,No,No,1
78.0,91.51,74.66,ICSE,66.72,1,Local,4.4,High,PG,Urban,Medium,No,No,0
81.7,67.66,81.0,State,78.15,2,Local,4.1,High,PG,Rural,Low,Yes,No,0
74.47,88.9,60.73,ICSE,77.67,1,Local,5.5,Low,Upto 10th,Semi-Urban,High,Yes,No,1
66.86,61.84,56.69,ICSE,68.21,2,Allen,5.4,High,PG,Urban,High,Yes,Yes,0
60.41,51.92,64.31,CBSE,52.72,1,FIITJEE,1.4,Mid,PG,Urban,High,Yes,No,1
73.21,70.31,56.39,ICSE,89.78,2,None,4.2,Low,Upto 10th,Semi-Urban,Low,Yes,No,1
56.99,62.55,74.77,CBSE,72.14,1,Local,1.5,Mid,12th,Semi-Urban,Medium,No,No,0
31.1,47.16,54.06,State,63.84,2,Local,5.8,Mid,Graduate,Semi-Urban,Low,No,No,0
78.11,89.52,96.0,ICSE,77.75,2,FIITJEE,6.0,Low,Upto 10th,Urban,Medium,No,No,1
84.66,56.04,83.55,ICSE,77.04,2,FIITJEE,3.3,Low,Upto 10th,Urban,Medium,No,Yes,0
38.92,36.56,68.15,CBSE,71.77,2,None,4.3,High,Upto 10th,Rural,Low,Yes,Yes,1
57.86,87.25,78.41,CBSE,76.49,2,Allen,0.3,Low,PG,Rural,Medium,Yes,Yes,0
80.67,57.93,48.36,ICSE,63.45,2,FIITJEE,6.4,Low,12th,Urban,Medium,No,No,1
100.0,56.27,98.28,CBSE,82.6,1,Allen,5.9,High,12th,Rural,Medium,No,Yes,0
72.29,37.75,60.92,ICSE,65.03,2,Allen,6.8,High,12th,Semi-Urban,High,No,No,0
61.81,93.86,66.55,State,68.94,1,Local,7.5,Low,Graduate,Rural,Low,No,No,1
69.44,45.37,45.73,ICSE,81.49,1,Allen,2.1,High,12th,Rural,High,Yes,No,0
91.25,66.94,73.84,State,87.04,1,Local,6.3,High,Graduate,Urban,Low,Yes,Yes,0
62.96,80.6,54.72,State,90.86,1,Local,7.5,High,PG,Urban,High,No,No,0
60.81,72.75,69.22,CBSE,85.56,1,None,1.5,Mid,12th,Semi-Urban,Medium,Yes,Yes,0
65.24,65.05,61.47,CBSE,71.76,1,Allen,4.2,High,Graduate,Rural,High,No,Yes,0
58.65,38.77,55.07,CBSE,59.59,1,FIITJEE,3.8,Mid,PG,Urban,High,Yes,No,0
73.72,53.04,58.35,CBSE,89.05,2,FIITJEE,6.2,Low,PG,Urban,Low,Yes,No,1
94.75,69.0,70.71,ICSE,88.71,1,FIITJEE,0.0,Mid,Graduate,Urban,Low,Yes,No,0
76.52,53.41,52.62,State,68.28,1,None,8.1,Mid,PG,Semi-Urban,High,Yes,No,0
68.47,69.25,59.01,ICSE,84.21,2,Local,4.3,Mid,PG,Semi-Urban,Low,No,Yes,0
67.91,76.91,75.96,State,71.68,2,Local,6.3,Mid,12th,Rural,Medium,No,Yes,0
50.12,81.4,99.23,State,90.01,1,FIITJEE,4.4,Mid,Graduate,Semi-Urban,Medium,No,No,0
84.36,46.38,73.73,State,69.85,2,Local,5.5,Mid,PG,Rural,Medium,No,Yes,0
70.91,100.0,56.99,ICSE,94.79,1,Local,0.0,Low,Upto 10th,Rural,Low,Yes,No,1
69.47,78.28,63.59,CBSE,82.86,2,None,3.7,Low,Upto 10th,Rural,Low,No,Yes,0
100.0,65.97,68.38,ICSE,92.98,1,Allen,6.2,Low,PG,Urban,High,No,Yes,0
76.18,83.43,63.81,State,70.36,2,Allen,5.1,Mid,12th,Urban,Low,No,Yes,0
61.47,100.0,78.84,ICSE,79.05,1,None,1.2,High,Upto 10th,Urban,High,No,Yes,1
66.03,42.98,70.61,State,65.31,2,None,4.6,Mid,12th,Semi-Urban,Low,Yes,Yes,0
88.08,62.4,78.89,CBSE,83.44,1,Local,2.9,Low,PG,Urban,Low,No,No,1
73.59,27.95,64.23,CBSE,83.99,2,None,2.7,Mid,Graduate,Rural,High,Yes,Yes,0
51.86,69.08,83.91,ICSE,98.97,2,Local,1.5,Low,PG,Semi-Urban,Medium,Yes,No,1
84.87,71.85,66.0,CBSE,79.82,2,Allen,5.7,High,PG,Semi-Urban,Low,Yes,Yes,0
62.65,65.37,56.35,State,82.24,2,None,6.7,High,Upto 10th,Urban,High,Yes,Yes,0
98.23,55.53,94.13,State,70.29,2,Local,8.7,Low,Graduate,Urban,Low,Yes,No,1
87.12,33.21,46.1,CBSE,80.41,1,Allen,1.6,Low,12th,Urban,Low,No,No,1
65.74,71.98,59.14,CBSE,71.2,1,Allen,6.0,Mid,12th,Urban,Low,Yes,Yes,0
89.93,89.29,60.48,CBSE,76.16,1,FIITJEE,6.2,Mid,Graduate,Semi-Urban,Low,Yes,No,0
72.95,56.54,98.1,ICSE,76.75,2,Allen,3.3,Mid,12th,Semi-Urban,Low,Yes,No,0
83.94,73.04,89.68,ICSE,71.48,2,None,2.7,High,Upto 10th,Rural,High,No,Yes,0
78.79,40.91,85.93,State,75.63,2,None,2.3,High,PG,Semi-Urban,Low,Yes,No,0
60.15,73.32,64.03,ICSE,71.25,1,Local,3.4,High,12th,Semi-Urban,High,No,Yes,0
62.99,59.71,97.11,ICSE,71.2,1,None,4.9,Mid,Upto 10th,Urban,High,Yes,Yes,0
86.42,53.8,72.42,State,85.77,1,Allen,7.2,Low,12th,Rural,Medium,No,No,1
67.31,53.83,79.73,State,76.75,2,Local,6.7,Low,Upto 10th,Semi-Urban,High,Yes,No,1
66.35,59.7,70.16,CBSE,78.47,2,Allen,1.3,Mid,12th,Urban,High,No,Yes,1
58.63,72.12,67.41,CBSE,60.43,2,FIITJEE,2.9,Mid,12th,Urban,Medium,No,No,0
77.93,45.01,64.98,ICSE,79.23,1,Local,7.1,Low,Graduate,Rural,Low,No,Yes,0
100.0,59.65,65.48,State,80.3,2,FIITJEE,3.0,Low,Graduate,Semi-Urban,Medium,No,Yes,0
57.05,65.34,75.3,ICSE,71.02,2,Local,4.4,High,Upto 10th,Semi-Urban,Low,Yes,No,0
72.34,48.42,72.41,ICSE,95.85,2,None,1.1,Mid,Graduate,Semi-Urban,Low,No,Yes,0
91.77,94.75,67.62,State,52.11,1,Allen,6.8,High,PG,Semi-Urban,High,No,Yes,0
70.89,52.34,86.11,State,82.84,1,Local,0.7,High,Graduate,Rural,Low,Yes,Yes,0
78.33,55.29,32.4,State,82.13,1,None,1.2,Low,Upto 10th,Urban,Medium,Yes,Yes,0
57.13,50.35,74.12,State,80.42,2,None,6.6,Mid,Graduate,Urban,Medium,No,Yes,0
78.0,94.78,76.61,ICSE,76.76,2,None,8.3,Low,Upto 10th,Rural,Low,Yes,Yes,0
69.38,74.85,81.76,ICSE,80.51,1,FIITJEE,3.9,High,PG,Semi-Urban,Medium,No,No,0
85.8,51.01,67.22,ICSE,83.68,2,None,4.4,Mid,Upto 10th,Urban,Medium,No,No,0
88.62,83.7,70.5,State,67.74,2,Local,6.3,High,Upto 10th,Semi-Urban,High,No,No,0
100.0,69.21,79.83,CBSE,77.99,2,FIITJEE,5.1,High,PG,Urban,High,Yes,Yes,0
80.11,70.12,85.89,ICSE,73.17,1,Allen,3.8,Low,PG,Semi-Urban,High,Yes,Yes,0
76.56,60.49,64.39,CBSE,64.06,1,None,3.5,Mid,Upto 10th,Rural,Low,No,No,0
74.72,54.01,71.2,CBSE,82.17,1,Local,1.4,Mid,12th,Semi-Urban,High,No,Yes,1
67.06,71.4,88.14,CBSE,69.36,2,Local,5.0,Mid,12th,Semi-Urban,Medium,No,Yes,0
76.74,57.28,42.51,State,60.02,1,FIITJEE,4.3,Mid,Upto 10th,Rural,High,Yes,No,0
67.86,95.07,59.72,State,69.61,1,Allen,3.6,High,Graduate,Rural,Medium,Yes,Yes,0
74.36,45.69,85.59,ICSE,67.01,1,FIITJEE,2.5,Low,Upto 10th,Semi-Urban,High,Yes,No,1
90.45,90.58,81.11,ICSE,85.28,1,None,2.7,Mid,Upto 10th,Semi-Urban,Medium,Yes,Yes,0
57.91,64.22,74.27,State,76.53,1,Allen,5.7,High,Graduate,Semi-Urban,High,No,No,0
87.96,70.79,62.62,State,88.82,2,Allen,6.3,Low,PG,Urban,High,No,No,1
90.44,79.33,57.42,CBSE,68.33,2,Allen,3.8,Low,Upto 10th,Semi-Urban,High,No,Yes,0
70.35,55.92,60.91,State,83.74,2,FIITJEE,3.6,Low,12th,Urban,High,No,Yes,0
42.29,79.83,86.58,State,100.0,2,Local,2.8,Mid,PG,Urban,Medium,Yes,No,0
63.49,22.68,60.46,State,78.56,2,FIITJEE,6.4,High,PG,Urban,High,No,Yes,0
90.16,54.48,69.22,State,83.62,2,Local,4.6,Low,Upto 10th,Rural,Low,Yes,No,1
71.68,51.21,58.96,CBSE,81.94,1,FIITJEE,5.2,Low,12th,Rural,High,Yes,No,1
58.01,45.94,78.11,ICSE,60.78,2,Local,5.2,Low,Graduate,Urban,High,Yes,Yes,0
64.93,62.56,61.54,CBSE,80.86,2,Local,3.9,High,Graduate,Urban,Low,No,No,0
83.77,72.17,66.83,State,78.06,2,Allen,2.2,High,Graduate,Urban,Medium,No,No,0
79.65,77.24,47.8,State,72.4,2,Local,2.5,Mid,12th,Rural,Low,No,Yes,0
68.65,69.85,48.64,ICSE,66.16,2,None,6.8,Mid,PG,Rural,Medium,No,Yes,0
66.86,55.35,68.09,ICSE,81.94,2,None,3.0,High,PG,Rural,Low,No,No,0
66.52,71.9,52.1,ICSE,65.28,2,Local,3.7,Mid,Upto 10th,Urban,Low,Yes,No,0
59.09,67.99,93.26,CBSE,96.34,2,Local,2.2,High,PG,Urban,Low,No,Yes,0
94.62,80.98,43.26,ICSE,76.14,1,Local,2.1,Mid,PG,Semi-Urban,Medium,No,No,0
67.49,78.43,58.4,State,62.77,2,Local,3.0,Mid,Graduate,Semi-Urban,High,No,Yes,0
89.04,66.49,68.2,State,69.86,2,Allen,7.9,High,Graduate,Rural,High,No,No,0
93.3,51.64,63.62,State,72.22,2,None,5.8,Low,Graduate,Rural,Low,Yes,No,1
85.98,55.55,54.75,CBSE,99.12,2,Allen,3.4,Low,PG,Semi-Urban,Medium,Yes,Yes,0
65.96,57.2,56.5,ICSE,66.15,2,None,6.7,Mid,Upto 10th,Rural,Medium,Yes,No,0
77.65,60.96,56.11,ICSE,73.84,1,Local,4.2,Low,PG,Urban,High,No,No,1
71.66,70.29,64.56,ICSE,69.62,1,None,7.2,Low,Upto 10th,Semi-Urban,Medium,Yes,Yes,0
59.35,77.44,91.42,ICSE,79.99,1,None,8.9,Mid,PG,Urban,Medium,No,No,0
76.54,65.18,68.94,State,69.78,1,FIITJEE,6.6,Low,12th,Semi-Urban,Low,Yes,No,1
55.49,66.26,82.19,CBSE,63.61,1,FIITJEE,4.7,High,PG,Semi-Urban,Medium,No,Yes,0
88.63,68.29,74.08,ICSE,73.05,2,Local,5.9,High,12th,Rural,Medium,No,No,0
65.5,57.75,81.37,State,72.01,1,Allen,4.5,Low,Upto 10th,Urban,Low,Yes,Yes,0
74.82,51.19,34.4,State,69.08,1,FIITJEE,0.8,High,PG,Urban,High,Yes,No,1
75.97,37.91,64.35,CBSE,69.61,1,Local,3.2,High,PG,Urban,High,Yes,No,0
68.38,54.88,83.69,ICSE,86.85,1,Allen,2.6,Low,Upto 10th,Urban,Medium,No,No,1
80.21,73.57,61.14,CBSE,71.8,2,FIITJEE,3.1,High,Graduate,Rural,Low,No,Yes,0
65.35,54.75,89.15,ICSE,63.66,2,None,8.1,Mid,Graduate,Urban,High,No,No,0
84.2,62.2,85.81,CBSE,70.38,1,FIITJEE,6.7,Mid,12th,Rural,Medium,No,No,0
53.16,73.46,62.37,ICSE,75.54,2,Local,5.4,Mid,PG,Semi-Urban,High,No,No,0
73.77,74.33,61.96,ICSE,61.64,2,FIITJEE,6.1,Low,Graduate,Urban,Medium,Yes,No,1
99.15,48.73,55.84,CBSE,91.26,2,FIITJEE,0.7,High,Upto 10th,Rural,High,No,No,1
58.0,81.95,60.44,ICSE,83.68,2,Allen,6.0,Low,Upto 10th,Semi-Urban,Low,No,No,1
62.51,84.04,53.21,CBSE,89.3,1,Allen,6.4,Low,PG,Urban,Low,Yes,Yes,0
79.19,47.92,73.15,CBSE,78.92,2,None,0.0,High,12th,Urban,High,Yes,Yes,1
74.51,52.82,50.53,ICSE,54.06,2,Local,6.0,High,Upto 10th,Rural,Low,No,No,0
76.91,85.06,75.24,ICSE,90.35,1,None,1.7,High,PG,Semi-Urban,High,No,Yes,1
78.85,63.65,75.54,CBSE,66.36,1,None,0.6,Low,12th,Semi-Urban,High,No,Yes,1
80.89,30.48,48.07,State,67.18,2,FIITJEE,7.2,Low,Graduate,Semi-Urban,Low,No,No,1
87.54,43.61,86.6,CBSE,76.56,1,None,2.5,Mid,PG,Semi-Urban,Medium,No,No,0
77.74,62.01,74.16,State,88.78,1,Allen,3.1,Low,12th,Urban,Low,Yes,No,1
68.62,47.39,77.0,State,85.53,1,None,6.5,High,Upto 10th,Semi-Urban,Medium,No,Yes,0
81.42,59.39,58.9,CBSE,84.06,1,Local,3.9,Low,Graduate,Rural,Medium,Yes,No,1
98.6,66.52,75.47,CBSE,71.88,2,None,4.1,Mid,Upto 10th,Rural,Medium,Yes,Yes,0
70.14,89.4,81.52,CBSE,71.72,1,Local,4.1,High,Upto 10th,Urban,High,No,No,0
58.36,61.35,66.82,State,78.46,2,Local,5.2,Mid,Graduate,Rural,Medium,Yes,No,0
87.5,83.16,92.02,CBSE,73.7,1,None,4.0,Low,PG,Urban,Medium,No,No,1
70.31,88.86,68.53,CBSE,83.89,2,None,4.7,Low,PG,Semi-Urban,Low,No,No,1
41.58,88.95,81.69,ICSE,83.3,1,None,3.5,Mid,PG,Urban,High,Yes,No,0
83.86,70.56,71.52,ICSE,80.91,1,Local,5.2,Mid,Upto 10th,Semi-Urban,High,Yes,No,0
64.51,34.59,75.03,ICSE,50.0,1,Allen,5.1,High,Upto 10th,Rural,Medium,Yes,No,0
70.73,73.37,47.94,CBSE,76.28,2,FIITJEE,8.3,High,PG,Urban,Low,No,Yes,0
76.65,82.77,72.45,CBSE,73.91,2,None,3.7,Mid,PG,Semi-Urban,Medium,Yes,No,0
74.67,64.7,59.18,CBSE,76.68,1,FIITJEE,4.1,High,Graduate,Urban,High,Yes,Yes,0
81.93,93.91,57.84,State,67.46,1,None,5.0,Mid,Upto 10th,Semi-Urban,Low,Yes,No,0
65.9,79.76,88.93,State,61.75,1,Local,6.4,Mid,12th,Urban,High,Yes,Yes,0
79.18,75.09,65.43,ICSE,79.63,2,Local,2.3,Low,PG,Urban,High,Yes,Yes,0
68.37,83.38,55.96,State,71.44,2,FIITJEE,4.7,Mid,PG,Urban,High,Yes,No,0
82.34,71.33,63.69,State,80.75,2,Allen,0.0,High,Upto 10th,Urban,High,Yes,Yes,1
80.62,26.12,52.39,State,68.29,2,Local,4.0,Mid,PG,Semi-Urban,High,Yes,No,0
58.9,58.01,85.21,ICSE,89.16,1,FIITJEE,6.6,Low,PG,Semi-Urban,Low,No,No,1
87.2,85.15,59.65,ICSE,85.01,2,Local,3.0,High,Upto 10th,Urban,Low,No,Yes,0
64.5,53.08,74.35,State,77.97,2,None,4.9,Mid,PG,Urban,High,Yes,Yes,0
83.31,62.42,84.27,CBSE,72.87,1,FIITJEE,3.4,Low,Graduate,Rural,Medium,No,Yes,0
77.14,49.28,62.0,ICSE,83.52,1,FIITJEE,2.8,High,12th,Semi-Urban,Medium,No,No,0
97.73,94.54,74.38,State,78.93,2,None,6.4,Low,Upto 10th,Semi-Urban,High,No,Yes,0
68.87,92.9,55.64,CBSE,77.39,2,FIITJEE,2.4,Low,Graduate,Semi-Urban,Low,Yes,No,1
67.11,51.86,97.35,CBSE,85.43,1,None,5.1,High,Upto 10th,Semi-Urban,Medium,No,Yes,0
71.73,68.36,79.24,ICSE,89.27,2,Allen,5.1,Low,Upto 10th,Rural,Low,No,No,1
67.76,55.11,65.69,CBSE,62.48,1,None,2.8,Low,Upto 10th,Urban,Low,Yes,No,1
83.2,75.84,58.73,ICSE,64.5,2,Allen,4.8,Low,12th,Urban,Medium,Yes,No,1
49.37,74.15,66.63,State,67.2,2,FIITJEE,2.6,High,Graduate,Urban,Medium,No,Yes,0
57.25,78.99,63.92,ICSE,59.98,2,None,5.5,Low,12th,Rural,Low,No,No,1
57.05,71.31,91.44,CBSE,74.37,1,FIITJEE,1.9,Mid,Upto 10th,Rural,Medium,No,Yes,0
85.3,100.0,53.29,ICSE,81.0,2,Allen,3.8,Low,PG,Urban,High,Yes,Yes,0
95.95,49.55,69.62,ICSE,74.79,1,Local,4.0,Mid,12th,Rural,Medium,Yes,No,0
70.54,38.63,67.78,State,69.66,1,Local,6.7,Low,PG,Rural,Low,No,No,1
69.64,59.71,66.59,CBSE,86.26,2,Local,4.8,Mid,Upto 10th,Rural,Low,No,Yes,0
72.98,40.91,66.7,ICSE,76.41,2,Local,6.4,High,PG,Rural,Low,Yes,No,0
88.27,42.12,66.61,State,78.43,2,Local,5.6,Low,12th,Urban,Low,Yes,Yes,0
